"Item type","Authors","Title","Publication year","Publisher","Date published","Date accessed","URLs","DOI","Abstract","Keywords","Notes","Status","Series"
"Conference Paper","Siegen) FA,Siegen) AM,Siegen) AU,Siegen) GS","On Appropriation and Nostalgic Reminiscence of Technology","2022","","2022","","http://dx.doi.org/10.1145/3491101.3519676","10.1145/3491101.3519676","Technological objects present themselves as necessary, only to become obsolete faster than ever before. This phenomenon has led to a population that experiences a plethora of technological objects and interfaces as they age, which become associated with certain stages of life and disappear thereafter. Noting the expanding body of literature within HCI about appropriation, our work pinpoints an area that needs more attention, “outdated technologies.” In other words, we assert that design practices can profit as much from imaginaries of the future as they can from reassessing artefacts from the past in a critical way. In a two-week fieldwork with 37 HCI students, we gathered an international collection of nostalgic devices from 14 different countries to investigate what memories people still have of older technologies and the ways in which these memories reveal normative and accidental use of technological objects. We found that participants primarily remembered older technologies with positive connotations and shared memories of how they had adapted and appropriated these technologies, rather than normative uses. We refer to this phenomenon as nostalgic reminiscence. In the future, we would like to develop this concept further by discussing how nostalgic reminiscence can be operationalized to stimulate speculative design in the present.","Late Breaking Work","","published",""
"Conference Paper","Siegen) VK,of Michigan) MN,Siegen) FJ,Alexander Boden (Hochschule Bonn-Rhein-Sieg FF","Elements of XR Prototyping: Characterizing the Role and Use of Prototypes in Augmented and Virtual Reality Design","2022","","2022","","http://dx.doi.org/10.1145/3491102.3517714","10.1145/3491102.3517714","Current research in augmented, virtual, and mixed reality (XR) reveals a lack of tool support for designing and, in particular, prototyping XR applications. While recent tools research is often motivated by studying the requirements of non-technical designers and end-user developers, the perspective of industry practitioners is less well understood. In an interview study with 17 practitioners from different industry sectors working on professional XR projects, we establish the design practices in industry, from early project stages to the final product. To better understand XR design challenges, we characterize the different methods and tools used for prototyping and describe the role and use of key prototypes in the different projects. We extract common elements of XR prototyping, elaborating on the tools and materials used for prototyping and establishing different views on the notion of fidelity. Finally, we highlight key issues for future XR tools research.","Full Paper","","published",""
"Conference Paper","Munich) ST,Munich) RS,Munich) LK,Munich) SM","User Perceptions of Extraversion in Chatbots after Repeated Use","2022","","2022","","http://dx.doi.org/10.1145/3491102.3502058","10.1145/3491102.3502058","Whilst imbuing robots and voice assistants with personality has been found to positively impact user experience, little is known about user perceptions of personality in purely text-based chatbots. In a within-subjects study, we asked N=34 participants to interact with three chatbots with different levels of Extraversion (extraverted, average, introverted), each over the course of four days. We systematically varied the chatbots' responses to manipulate Extraversion based on work in the psycholinguistics of human behaviour. Our results show that participants perceived the extraverted and average chatbots as such, whereas verbal cues transferred from human behaviour were insufficient to create an introverted chatbot. Whilst most participants preferred interacting with the extraverted chatbot, participants engaged significantly more with the introverted chatbot as indicated by the users' average number of written words. We discuss implications for researchers and practitioners on how to design chatbot personalities that can adapt to user preferences.","Full Paper","","published",""
"Conference Paper","Nima Zargham (Digital Media Lab Uof,Dmitry Alexandrovsky (Digital Media Lab Uof,Jan Erich (Digital Media Lab Uof,Nina Wenig (Digital Media Lab Uof,Rainer Malaka (Digital Media Lab Uof","""I Want It That Way"": Exploring Users' Customization and Personalization Preferences for Home Assistants","2022","","2022","","http://dx.doi.org/10.1145/3491101.3519843","10.1145/3491101.3519843","Home assistants are becoming a widespread product, but they mostly come as a compact device and offer very few customization and personalization features, which often leads to dissatisfaction. With the technological advancements, these systems are becoming more adaptable to the users' needs and can better imitate a human personality. To achieve that efficiently, understanding how different users envision their desired assistant is crucial. To identify people's customization and personalization preferences and their desired personality for a home assistant, we designed a set of storyboards depicting a variety of possible features in a domestic setting and conducted a user study (N=15), including a series of semi-structured interviews. Our quantitative results suggest that users prefer an agent which is highly agreeable and has higher conscientiousness and emotional stability. Furthermore, we discuss users' customization and personalization preferences for a home assistant, which could be considered when designing the future generation of home assistants.","Late Breaking Work","","published",""
"Conference Paper","Nima Zargham (Digital Media Lab Uof,Johannes Pfau (Digital Media Lab Uof,Tobias Schnackenberg (Digital Media Lab Uof,Rainer Malaka (Digital Media Lab Uof","""I Didn't Catch That, But I'll Try My Best'': Anticipatory Error Handling in a Voice Controlled Game","2022","","2022","2022-04-30","http://dx.doi.org/10.1145/3491102.3502115","10.1145/3491102.3502115","Advances in speech recognition, language processing and natural interaction have led to an increased industrial and academic interest. While the robustness and usability of such systems are steadily increasing, speech-based systems are still susceptible to recognition errors. This makes intelligent error handling of utmost importance for the success of those systems. In this work, we integrated anticipatory error handling for a voice-controlled video game where the game would perform a locally optimized action in respect to goal completion and obstacle avoidance, when a command is not recognized. We evaluated the user experience of our approach versus traditional, repetition-based error handling (N=34). Our results indicate that implementing anticipatory error handling can improve the usability of a system, if it follows the intention of the user. Otherwise, it impairs the user experience, even when deciding for technically optimal decisions.","Full Paper","","published",""
"Conference Paper","Munich) PE,Ms. Mennatallah Saleh (Hamm-Lippstadt University of Applied Science TU,of Applied Sciences) CS,Munich) AS","How do Users Expect their Smart Memory Vaults to Utilize Their Shared Memories?","2022","","2022","","","","Social media (SM) is a popular accessible form of smart memory vaults. Prior work shows that users are still unable to understand how their shared memories are used by smart systems to create Smart Interactions involving Personal Memories (SIPMs). This can lead to negative social repercussions such as cyberbullying. This work investigates the most memorable SIPMs on Facebook for Egyptian users and their impact on platform usage. We conducted an online survey (N=53) requesting critical incident reports about surprising Facebook SIPMs. The most remembered SIPMs were: customizing advertisements, cuing offline interactions, sharing data with third parties and personalizing the newsfeed. Our results suggest that SIPMs, particularly customized advertisements act as ambient memory augmentation solutions to the users’ shared memories. Additionally, negative platform perception does not necessarily translate into reduction of platform usage. Our work inspires the discussion about users expectations towards ambient usage of their data on smart memory vaults.","Late Breaking Work","","published",""
"Conference Paper","University) VK,Michoacana) CR,of Cincinnati) AS,University) RA,(IIIT-Delhi) AT,of Technology) DG,University) FN,of Washington) NK,of Virginia) DN,of Colorado Boulder) Duniversity,& Associates) SD,of Applied Sciences) CS,Tech) NK","HCI Across Borders: Navigating the shifting borders in CHI","2022","","2022","","","","HCI research has led to major innovations used by large and diverse audiences in different parts of the world. However, a recent meta-analysis found that research at CHI is still highly (73%) concentrated in western contexts. HCI Across Borders (HCIxB) has gathered a diverse audience to expand the borders within CHI over the past six years. For CHI 2022, we expect to regroup to reflect on shifting boundaries from CHI’s past and emerging challenges in research, teaching, and practice during the Covid-19 pandemic.","Workshop","","published",""
"Conference Paper","of Bremen) TM,of Bremen) MB,of Bremen) AV,of Bremen) RM,of Bremen) TD","Haptic Fidelity Framework: Defining the Factors of Realistic Haptic Feedback for Virtual Reality","2022","","2022","2022-04-30","http://dx.doi.org/10.1145/3491102.3501953","10.1145/3491102.3501953","Providing haptic feedback in virtual reality to make the experience more realistic has become a strong focus of research in recent years. The resulting haptic feedback systems differ greatly in their technologies, feedback possibilities, and overall realism making it challenging to compare different systems. We propose the Haptic Fidelity Framework providing the means to describe, understand and compare haptic feedback systems. The framework locates a system in the spectrum of providing realistic or abstract haptic feedback using the Haptic Fidelity dimension. It comprises 14 criteria that either describe foundational or limiting factors. A second Versatility dimension captures the current trade-off between highly realistic but application-specific and more abstract but widely applicable feedback. To validate the framework, we compared the Haptic Fidelity score to the perceived feedback realism of evaluations from 38 papers and found a strong correlation suggesting the framework accurately describes the realism of haptic feedback.","Full Paper","","published",""
"Conference Paper","Steimle J","Print-A-Sketch: A Handheld Printer for Physical Sketching of Circuits and Sensors on Everyday Surfaces","2022","","2022","2022-04-30","http://dx.doi.org/10.1145/3491102.3502074","10.1145/3491102.3502074","We present Print-A-Sketch, an open-source handheld printer prototype for sketching circuits and sensors. Print-A-Sketch combines desirable properties from free-hand sketching and functional electronic printing. Manual human control of large strokes is augmented with computer control of fine detail. Shared control of Print-A-Sketch supports sketching interactive interfaces on everyday objects -- including many objects with materials or sizes which otherwise are difficult to print on. We present an overview of challenges involved in such a system and show how these can be addressed using context-aware, dynamic printing. Continuous sensing ensures quality prints by adjusting inking-rate to hand movement and material properties. Continuous sensing also enables the print to adapt to previously printed traces to support incremental and iterative sketching. Results show good conductivity on many materials and high spatial precision, supporting on-the-fly creation of functional interfaces.","Full Paper","","published",""
"Conference Paper","Freiberg) BP,of New Hampshire) AL,College) OS","Automated Vehicles as a Space for Work & Wellbeing","2022","","2022","2022-04-30","http://dx.doi.org/10.1145/3491101.3503766","10.1145/3491101.3503766","The objective of this CHI course is to provide CHI attendees with an introduction and overview of the rapidly evolving field of automotive user interfaces (AutomotiveUI). The course will focus on UI aspects in the transition towards automated driving. In particular, we will also discuss the opportunities of cars as a new space for non-driving-related activities, such as work, relaxation, and play. For newcomers and experts of other HCI fields, we will present the special properties of this field of HCI and provide an overview of new opportunities, but also general design and evaluation aspects of novel automotive user interfaces.","Course","Course changed to online for now (original abstract says in-person course)","published",""
"Conference Paper","of Bayreuth) HD,Lukas Mecke (LMU Munich UM,of Bayreuth) DB","GANSlider: How Users Control Generative Models for Images using Multiple Sliders with and without Feedforward Information","2022","","2022","2022-04-30","http://dx.doi.org/10.1145/3491102.3502141","10.1145/3491102.3502141","We investigate how multiple sliders with and without feedforward visualizations influence users' control of generative models. In an online study (N=138), we collected a dataset of people interacting with a generative adversarial network (StyleGAN2) in an image reconstruction task. We found that more control dimensions (sliders) significantly increase task difficulty and user actions. Visual feedforward partly mitigates this by enabling more goal-directed interaction. However, we found no evidence of faster or more accurate task performance. This indicates a tradeoff between feedforward detail and implied cognitive costs, such as attention. Moreover, we found that visualizations alone are not always sufficient for users to understand individual control dimensions. Our study quantifies fundamental UI design factors and resulting interaction behavior in this context, revealing opportunities for improvement in the UI design for interactive applications of generative models. We close by discussing design directions and further aspects.","Full Paper","","published",""
"Conference Paper","Munich) RR,V. Mäkelä (University of Waterloo BU,Munich) SP,Munich) SR,Munich) RP,Munich) YZ,Munich) KK,Munich) KP,Munich) YA,Munich) MH,Munich) AS,Munich) FA","Remote VR Studies: A Framework for Running Virtual Reality Studies Remotely Via Participant-Owned HMDs","2022","","2022","2022-04-30","http://dx.doi.org/10.1145/3472617","10.1145/3472617","We investigate opportunities and challenges of running virtual reality (VR) studies remotely. Today, many consumers own head-mounted displays (HMDs), allowing them to participate in scientific studies from their homes using their own equipment. Researchers can benefit from this approach by being able to recruit study populations normally out of their reach, and to conduct research at times when it is difficult to get people into the lab (cf. the COVID pandemic). In an initial online survey (N=227), we assessed HMD owners' demographics, their VR setups and their attitudes towards remote participation. We then identified different approaches to running remote studies and conducted two case studies for an in-depth understanding. We synthesize our findings into a framework for remote VR studies, discuss strengths and weaknesses of the different approaches, and derive best practices. Our work is valuable for HCI researchers conducting VR studies outside labs.","Journal","","published",""
"Conference Paper","Jan Ole Rixen (Institute of Media Informatics UU,Mark Colley (Institute of Media Informatics UU,Ali Askari (Institute of Media Informatics UU,Jan Gugenheimer (Télécom Paris - LTCI IP,Enrico Rukzio (Institute of Media Informatics UU","Consent in the Age of AR: Investigating The Comfort With Displaying Personal Information in Augmented Reality","2022","","2022","2022-04-30","http://dx.doi.org/10.1145/3491102.3502140","10.1145/3491102.3502140","Social Media (SM) has shown that we adapt our communication and disclosure behaviors to available technological opportunities. Head-mounted Augmented Reality (AR) will soon allow to effortlessly display the information we disclosed not isolated from our physical presence (e.g., on a smartphone) but visually attached to the human body. In this work, we explore how the medium (AR vs.Smartphone), our role (being augmented vs. augmenting), and characteristics of information types (e.g., level of intimacy, self-disclosed vs. non-self-disclosed) impact the users’ comfort when displaying personal information. Conducting an online survey (N=148), we found that AR technology and being augmented negatively impacted this comfort. Additionally, we report that AR mitigated the effects of information characteristics compared to those they had on smartphones. In light of our results, we discuss that information augmentation should be built on consent and openness, focusing more on the comfort of the augmented rather than the technological possibilities.","Full Paper","","published",""
"Conference Paper","of Duisburg-Essen) AS,of Duisburg-Essen) UG,Munich) LM,of Duisburg-Essen) MK,Munich) FA,of Duisburg-Essen) SS","Mask removal isn't always convenient in public! - The Impact of the Covid-19 Pandemic on Device Usage and User Authentication","2022","","2022","2022-04-30","http://dx.doi.org/10.1145/3491101.3519804","10.1145/3491101.3519804","The ongoing Covid-19 pandemic has impacted our everyday lives and demands everyone to take countermeasures such as wearing masks or disinfecting their hands. However, while previous work suggests that these countermeasures may profoundly impact biometric authentication, an investigation of the actual impact is still missing. Hence, in this work, we present our findings from an online survey (n=334) on experienced changes in device usage and failures of authentication. Our results show significant changes in personal and shared device usage, as well as a significant increase in experienced failures when comparing the present situation to before the Covid-19 pandemic. From our qualitative analysis of participants' responses, we derive potential reasons for these changes in device usage and increases in authentication failures. Our findings suggest that making authentication contactless is only one of the aspects relevant to encounter the novel challenges caused by the pandemic.","Late Breaking Work","","published",""
"Conference Paper","Mark Colley (Institute of Media Informatics UU,Elvedin Bajrovic (Institute of Media Informatics UU,Enrico Rukzio (Institute of Media Informatics UU","Effects of Pedestrian Behavior, Time Pressure, and Repeated Exposure on Crossing Decisions in Front of Automated Vehicles Equipped with External Communication","2022","","2022","2022-04-30","http://dx.doi.org/10.1145/3491102.3517571","10.1145/3491102.3517571","Automated vehicles are expected to substitute driver-pedestrian communication via LED strips or displays. This communication is expected to improve trust and the crossing process in general. However, numerous factors such as other pedestrians' behavior, perceived time pressure, or previous experience influence crossing decisions. Therefore, we report the results of a triply subdivided Virtual Reality study (N=18) evaluating these. Results show that external communication was perceived as hedonically pleasing, increased perceived safety and trust, and also that pedestrians' behavior affected participants' behavior. A timer did not alter crossing behavior, however, repeated exposure increased trust and reduced crossing times, showing a habituation effect. Our work helps better to integrate research on external communication in ecologically valid settings.","Full Paper","","published",""
"Conference Paper","& Dfki) AM,& Dfki) DD,& Dfki) AZ,& Dfki) FK,University) KM,& Dfki) AK","VRySmart: a Framework for Embedding Smart Devices in Virtual Reality","2022","","2022","2022-04-30","http://dx.doi.org/10.1145/3491101.3519717","10.1145/3491101.3519717","As immersive virtual experiences find their way into our living room entertainment, they are becoming part of our daily technological consumption. However, state-of-the-art virtual reality (VR) remains disconnected from other digital devices in our environment, such as smartphones or tablets. As context switches between acting in the virtual environment and resolving external notifications negatively influence immersion, we look towards integrating smart devices into virtual experiences. To this aim, we present the VRySmart framework. Through either optical marker tracking or simultaneous localization and mapping (SLAM), embedded smart devices can be used as VR controllers with different levels of integration while their content is incorporated into the virtual context to support the plausibility of the illusion. To investigate user impressions, we conducted a study ($N = 10$) where participants used a smartphone in four different virtual scenarios. Participants positively assessed smart device usage in VR. We conclude by framing implications for future work.","Late Breaking Work","","published",""
"Conference Paper","of Waterloo) OS,Bruno Fruchard (Univ. Lille I,Dresden) DW,of Waterloo) BR,Dresden) GF,& Dfki) DD,Paul Strohmeier (Sensorimotor Interaction M","Sustainable Haptic Design: Improving Collaboration, Sharing, and Reuse in Haptic Design Research","2022","","2022","2022-04-30","http://dx.doi.org/10.1145/3491101.3503734","10.1145/3491101.3503734","Haptic devices have been around for decades, providing critical information, usability benefits and improved experiences across tasks from surgical operations to playful applications in Mixed Reality. We see more and more software and hardware solutions emerging that provide design tools, design approaches and platforms, both in academia and industry. However, we believe that designers often re-invent the wheel, and must spend an inordinate amount of time doing their work, which is not sustainable for long-term research. This workshop aims at gathering people from academia and industry to provide a common ground to discuss various insights on and visions of the field. We aim to bring together the various strands of haptics -- devices, software, and design -- to assess the current state-of-the-art and propose an agenda towards haptics as a united design discipline. We expect the outcome of the workshop to be a comprehensive overview of existing tools and approaches, along with recommendations on how to move the field forward, together.","Workshop","","published",""
"Conference Paper","Anke Brocker (RWTH Aachen University Aachen G,Kristian Gohlke (Bauhaus-Universität Weimar Weimar G,Sören Schröder( RWTH Aachen University Aachen G","Actuated Materials and Soft Robotics Strategies for Human Computer Interaction Design","2022","","2022","2022-04-30","http://dx.doi.org/10.1145/3491101.3503711","10.1145/3491101.3503711","The fields of programmable matter, actuated materials, and Soft Robotics are becoming increasingly more relevant for the design of novel applications, interfaces, and user experiences in the domain of Human-Computer Interaction (HCI). These research fields often use soft, flexible materials with elastic actuation mechanisms to build systems that are more adaptable, compliant, and suitable for a very broad range of environments. However, at the intersection between HCI and the aforementioned domains, there are numerous challenges related to fabrication methods, development tools, resource availability, nomenclature, design for inclusion, etc. This workshop aims to explore how to make Soft Robotics more accessible to both researchers and nonresearchers alike. We will (1) investigate and identify the various difficulties people face when developing HCI applications that require the transfer of knowledge from those other domains, and (2) discuss possible solutions and visions on how to overcome those difficulties.","Workshop","","published",""
"Conference Paper","Simon Voelker (RWTH Aachen University Aachen G,Jan Borchers (RWTH Aachen University Aachen G","SoRoCAD: A Design Tool for the Building Blocks of Pneumatic Soft Robotics","2022","","2022","2022-04-30","http://dx.doi.org/10.1145/3491101.3519770","10.1145/3491101.3519770","Soft robotics uses soft, flexible materials and elastic actuation mechanisms to create systems that are more adaptable and tolerant to unknown environments, and safer for human-machine interaction, than rigid robots. Pneumatic soft robots can be fabricated using more affordable materials compared to traditional robots and make use of technologies such as 3D printing, making them an attractive choice for research and DIY projects. However, their design is still highly unintuitive, and at up to two days, design iterations can take prohibitively long: The behavior of, e.g., a pneumatic silicone gripper only becomes apparent after designing and 3D printing its mold, casting, curing, assembling, and testing it. We introduce SoRoCAD, a design tool supporting a Maker-friendly soft robotics design and fabrication pipeline that incorporates simulating the final actuation into the design process.","Late Breaking Work","","published",""
"Conference Paper","Nina Döllinger (University of Würzburg HT,Erik Wolf (University of Würzburg HC,David Mal (University of Würzburg HC,Nico Erdmannsdörfer (University of Würzburg HT,Mario Botsch (TU Dortmund CG,Marc Erich Latoschik (University of Würzburg HC,Carolin Wienrich (University of Würzburg HT","Virtual Reality for Mind and Body: Does the Sense of Embodiment Towards a Virtual Body Affect Physical Body Awareness?","2022","","2022","2022-04-30","http://dx.doi.org/10.1145/3491101.3519613","10.1145/3491101.3519613","Mind-body therapies aim to improve health by combining physical and mental exercises. Recent developments tend to incorporate virtual reality (VR) into their design and execution, but there is a lack of research concerning the inclusion of virtual bodies and their effect on body awareness in these designs. In this study, 24 participants performed in-VR body awareness movement tasks in front of a virtual mirror while embodying a photorealistic, personalized avatar. Subsequently, they performed a heartbeat counting task and rated their perceived body awareness and sense of embodiment towards the avatar. We found a significant relationship between sense of embodiment and self-reported body awareness but not between sense of embodiment and heartbeat counting. Future work can build on these findings and further explore the relationship between avatar embodiment and body awareness.","Late Breaking Work","","published",""
"Conference Paper","Raimund Dachselt (Technische Universität Dresden Dresden G","AvatAR: An Immersive Analysis Environment for Human Motion Data Combining Interactive 3D Avatars and Trajectories","2022","","2022","2022-04-30","http://dx.doi.org/10.1145/3491102.3517676","10.1145/3491102.3517676","Analysis of human motion data can reveal valuable insights about the utilization of space and interaction of humans with their environment. To support this, we present AvatAR, an immersive analysis environment for the in-situ visualization of human motion data, that combines 3D trajectories, virtual avatars of people’s movement, and a detailed representation of their posture. Additionally, we describe how to embed visualizations directly into the environment, showing what a person looked at or what surfaces they touched, and how the avatar’s body parts can be used to access and manipulate those visualizations. AvatAR combines an AR HMD with a tablet to provide both mid-air and touch interaction for system control, as well as an additional overview to help users navigate the environment. We implemented a prototype and present several scenarios to show that AvatAR can enhance the analysis of human motion data by making data not only explorable, but experienceable.","Full Paper","","published",""
"Conference Paper","Munich) AH,Munich) PK,Munich) FC,for Humans LC,Technology CU,Munich) RW","Proxemics for Human-Agent Interaction in Augmented Reality","2022","","2022","2022-04-30","http://dx.doi.org/10.1145/3491102.3517593","10.1145/3491102.3517593","Augmented Reality (AR) embeds virtual content in physical spaces, including virtual agents that are known to exert a social presence on users. Existing design guidelines for AR rarely consider the social implications of an agent's personal space (PS) and that it can impact user behavior and arousal. We report an experiment (N=54) where participants interacted with agents in an AR art gallery scenario. When participants approached six virtual agents (i.e., two males, two females, a humanoid robot, and a pillar) to ask for directions, we found that participants respected the agents' PS and modulated interpersonal distances according to the human-like agents' perceived gender. When participants were instructed to walk through the agents, we observed heightened skin-conductance levels that indicate physiological arousal. These results are discussed in terms of proxemic theory that result in design recommendations for implementing pervasive AR experiences with virtual agents.","Full Paper","","published",""
"Conference Paper","University) TH,University) FF,University) JK,University) PJ,Paris) JG,University) ER,of Stuttgart) AB","Understanding, Addressing, and Analysing Digital Eye Strain in Virtual Reality Head-Mounted Displays","2022","","2022","2022-04-30","http://dx.doi.org/10.1145/3492802","10.1145/3492802","Digital eye strain (DES), caused by prolonged exposure to digital screens, stresses the visual system and negatively affects users’ well-being and productivity. While DES is well-studied in computer displays, its impact on users of virtual reality (VR) head-mounted displays (HMDs) is largely unexplored—despite that some of their key properties (e.g., the vergence-accommodation conflict) make VR-HMDs particularly prone. This work provides the first comprehensive investigation into DES in VR HMDs. We present results from a survey with 68 experienced users to understand DES symptoms in VR-HMDs. To help address DES, we investigate eye exercises resulting from survey answers and blue light filtering in three user studies (N = 71). Results demonstrate that eye exercises, but not blue light filtering, can effectively reduce DES. We conclude with an extensive analysis of the user studies and condense our findings in 10 key challenges that guide future work in this emerging research area.","Journal","","published",""
"Conference Paper","Siddharth Mehrotra (Delft University of Technology N,Anke Brocker (RWTH Aachen University G,Marianna Obrist (University College London UK,Jan Borchers (RWTH Aachen University G","The Scent of Collaboration: Exploring the Effect of Smell on Social Interactions","2022","","2022","2022-04-30","http://dx.doi.org/10.1145/3491101.3519632","10.1145/3491101.3519632","Social interactions are multisensory experiences. However, it is not well understood how technology-mediated smell can support social interactions, especially in collaborative tasks. To explore its effect on collaboration, we asked eleven pairs of users to work together on a writing task while wearing an interactive jewellery designed to emit scent in a controlled fashion. In a within-subjects experiment, participants were asked to collaboratively write a story about a standardized visual stimulus while exposed to with scent and without scent conditions. We analyzed video recordings and written stories using a combination of methods from HCI, psychology, sociology, and human communication research. We observed differences in both participants' communication and creation of insightful stories in the with scent condition. Furthermore, scent helped participants recover from communication breakdown even though they were unaware of it. We discuss the possible implications of our findings and the potential of technology-mediated scent for collaborative activities.","Late Breaking Work","","published",""
"Conference Paper","Sara Wolf (Institute Human-Computer Media JMU Würzburg G,of Psychology FM,Ergonomics TU Berlin G,of Protestant Theology SL,Religious Education JMU Würzburg G,of Protestant Theology IN,Religious Education JMU Würzburg G,Jörn Hurtienne (Chair of Psychological Ergonomics JMU Würzburg G","Spirituality at the Breakfast Table: Experiences of Christian Online Worship Services","2022","","2022","2022-04-30","http://dx.doi.org/10.1145/3491101.3519856","10.1145/3491101.3519856","Since the COVID-19 pandemics, we have witnessed an increase in online worship services. Nevertheless, HCI has little insight into how technological mediation influences religious experiences and how technology should be designed for use in religious contexts. Therefore, we see a unique opportunity to understand better real-world experiences of technology use in religious rituals and, more specifically, in online worship services. Inspired by contextual design, We virtually observed and interviewed eight persons during and after participation in online worship services. We identified a field of tension between faith, everyday life, individuality, and community. The data suggests that current online worship service systems do not account for believers' needs for community, faith, or extraordinariness. We discuss opportunities for future research and design, and aim to contribute to the understanding of online worship service experiences and the design of technology-mediated religious experiences.","Late Breaking Work","","published",""
