Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"University) JO,University) MC,University) YE,University) ER,Paris) JG",Exploring Augmented Visual Alterations in Interpersonal Communication,2021,,2021,http://dx.doi.org/10.1145/3411764.3445597,10.1145/3411764.3445597,"Augmented Reality (AR) glasses equip users with the tools to modify the visual appearance of their surrounding environment. This might severely impact interpersonal communication, as the conversational partners will no longer share the same visual perception of reality. Grounded in color-in-context theory, we present a potential AR application scenario in which users can modify the color of the environment to achieve subconscious benefits. In a consecutive online survey (N=64), we measured the user’s comfort, acceptance of altering and being altered, and how it is impacted by being able to perceive or not perceive the alteration. We identified significant differences depending on (1) who or what is the target of the alteration, (2) which body part is altered, and (3) which relationship the conversational partners share. In light of our quantitative and qualitative findings, we discuss ethical and practical implications for future devices and applications that employ visual alterations."
"Dresden) RL,Dresden) MS,Dresden) WB,Dresden) RD",MARVIS: Combining Mobile Devices and Augmented Reality for Visual Data Analysis,2021,,2021,http://dx.doi.org/10.1145/3411764.3445593,10.1145/3411764.3445593,"We present MARVIS, a conceptual framework that combines mobile devices and head-mounted Augmented Reality (AR) for visual data analysis. We propose novel concepts and techniques addressing visualization-specific challenges. By showing additional 2D and 3D information around and above displays, we extend their limited screen space. AR views between displays as well as linking and brushing are also supported, making relationships between separated visualizations plausible. We introduce the design process and rationale for our techniques. To validate MARVIS' concepts and show their versatility and widespread applicability, we describe six implemented example use cases. Finally, we discuss insights from expert hands-on reviews. As a result, we contribute to a better understanding of how the combination of one or more mobile devices with AR can benefit visual data analysis. By exploring this new type of visualization environment, we hope to provide a foundation and inspiration for future mobile data visualizations."
"of Darmstadt) AS,of Darmstadt) NG,of Darmstadt) SK,of Darmstadt) MM,Karola Marky (University of Glasgow TU",Investigating Simple Privacy Indicators for Supporting Users when Installing New Mobile Apps,2021,,2021,http://dx.doi.org/10.1145/3411763.3451791,10.1145/3411763.3451791,"Mobile devices have become daily companions for millions of users. They have access to privacy-sensitive data about their users which stresses the importance of privacy. Users have to make privacy-related decisions already before app installation because once installed, apps can access potential privacy-sensitive data. In this work-in-progress, we present an in-depth investigation of privacy indicator visualizations for mobile app stores. We report the results of two consecutive user studies in which we investigate 1) visual depiction, 2) score, and 3) monetary value of collected data. Our studies reveal that a visual depiction by a privacy meter were easiest to understand for users, scores were easiest to spot, and monetary value was most difficult to interpret and requires further investigation."
"of Duisburg-Essen) JL,in Cairo) MA,Munich) LM,of Duisburg-Essen) AS,of Duisburg-Essen) JA,of Duisburg-Essen) UG,Munich) FA,of Duisburg-Essen) SS",Understanding User Identification in Virtual Reality Through Behavioral Biometrics and the Effect of Body Normalization,2021,,2021,http://dx.doi.org/10.1145/3411764.3445528,10.1145/3411764.3445528,"Virtual Reality (VR) is becoming increasingly popular both in the entertainment and professional domains. Behavioral biometrics have recently been investigated as a means to continuously and implicitly identify users in VR. Applications in VR can specifically benefit from this, for example, to adapt virtual environments and user interfaces as well as to authenticate users. In this work, we conduct a lab study (N=16) to explore how accurately users can be identified during two task-driven scenarios based on their spatial movement. We show that an identification accuracy of up to 90% is possible across sessions recorded on different days. Moreover, we investigate the role of users' physiology in behavioral biometrics by virtually altering and normalizing their body proportions. We find that body normalization in general increases the identification rate, in some cases by up to 38%; hence, it improves the performance of identification systems."
"University) TH,University) MC,University) ER,Paris) JG,of Stuttgart) AB",A Critical Assessment of the Use of SSQ as a Measure of General Discomfort in VR Head-Mounted Displays,2021,,2021,http://dx.doi.org/10.1145/3411764.3445361,10.1145/3411764.3445361,"Based on a systematic literature review of more than 300 papers published over the last 10 years, we provide indicators that the simulator sickness questionnaire (SSQ) is extensively used and widely accepted as a general discomfort measure in virtual reality (VR) research – although it actually only accounts for one category of symptoms. This results in important other categories (digital eye strain (DES) and ergonomics) being largely neglected. To contribute to a more comprehensive picture of discomfort in VR head-mounted displays, we further conducted an online study (N=352) on the severity and relevance of all three symptom categories. Most importantly, our results reveal that symptoms of simulator sickness are significantly less severe and of lower prevalence than those of DES and ergonomics. In light of these findings, we critically discuss the current use of SSQ as the only discomfort measure and propose a more comprehensive factor model that also includes DES and ergonomics."
"Ingolstadt) MK,Ingolstadt) AR,Group) TB",Potential of Wrist-worn Vibrotactile Feedback to Enhance the Perception of Virtual Objects during Mid-air Gestures,2021,,2021,http://dx.doi.org/10.1145/3411763.3451655,10.1145/3411763.3451655,"Numerous systems based on mid-air gestures have recently been proposed as a digital variant of object manipulation with hands. Simultaneously, however, direct haptic feedback is lost, eliminating an important aspect that we are familiar with from real-life interaction. We believe that smartwatches, as widely used personal devices, could provide a platform for accessible, flexible, and unobtrusive integration of haptic feedback into mid-air gesture interaction. We prototyped a vibrotactile wrist band with four vibration actuators aiming at communicating invisible, undetectable virtual object properties such as electricity, weight, and tension into 3D haptic experiences. In this paper, we present findings from a user study (n=18) that examined the suitability of different vibration patterns (variation in intensity, temporal profile, rhythm, and location). Results show that all feedback variants have a positive impact on user experience (UX) when interacting with virtual objects. Constant, continuous patterns outweigh the other variants examined."
"Ingolstadt) MS,Ingolstadt) PW,) AR",Let’s Share a Ride into the Future: A Qalitative Study Comparing Hypothetical Implementation Scenarios of Automated Vehicles,2021,,2021,http://dx.doi.org/10.1145/3411764.3445609,10.1145/3411764.3445609,"Automated Vehicles (AVs) are expected to radically disrupt our mobility. Whereas much is speculated about how AVs will actually be implemented in the future, we argue that their advent should be taken as an opportunity to enhance all people’s mobility and improve their lives. Thus, it is important to focus on both the environment and the needs of target groups that have not been sufficiently considered in the past. In this paper, we present the findings from a qualitative study (N=11) of public attitude on hypothetical implementation scenarios for AVs. Our results indicate that people are aware of the benefits of shared mobility for the environment and society, and are generally open to using it. However, 1) emotional factors mitigate this openness and 2) security concerns were expressed by female participants. We recommend that identified concerns must be addressed to allow AVs fully exploiting their benefits for society and environment."
"Hamburg) SK,of Waterloo) KR,University) DW,University) ER,Hamburg) FS,of Waterloo) LE",Feels like Team Spirit: Biometric and Strategic Interdependence in Asymmetric Multiplayer VR Games,2021,,2021,http://dx.doi.org/10.1145/3411764.3445492,10.1145/3411764.3445492,"Virtual reality (VR) multiplayer games increasingly use asymmetry (e.g., differences in a person’s capability or the user interface) and resulting interdependence between players to create engagement even when one player has no access to a head-mounted display (HMD). Previous work shows this enhances player experience (PX). Until now, it remains unclear whether and how an asymmetric game design with interdependences creates comparably enjoyable PX for both an HMD and a non-HMD player. In this work, we designed and implemented an asymmetric VR game (different in its user interface) with two types of interdependence: strategic (difference in game information/player capability) and biometric (difference in player’s biometric influence). Our mixed-methods user study (N=30) shows that asymmetries positively impact PX for both player roles, that interdependence strongly affects players’ perception of agency, and that biometric feedback---while subjective---is a valuable game mechanic."
"of Stuttgart) RH,of Stuttgart) CK,of Koblenz) RM,of Stuttgart SS,of Southhampton) U",Hummer: Text Entry by Gaze and Hum,2021,,2021,http://dx.doi.org/10.1145/3411764.3445501,10.1145/3411764.3445501,"Text entry by gaze is a useful means of hands-free interaction that is applicable in settings where dictation suffers from poor voice recognition or where spoken words and sentences jeopardize privacy or confidentiality. However, text entry by gaze still shows inferior performance and it quickly exhausts its users. We introduce text entry by gaze and hum as a novel hands-free text entry. We review related literature to converge to word-level text entry by analysis of gaze paths that are temporally constrained by humming. We develop and evaluate two design choices: ``HumHum'' and ``Hummer.'' The first method requires short hums to indicate the start and end of a word. The second method interprets one continuous humming as an indication of the start and end of a word. In an experiment with 12 participants, Hummer achieved a commendable text entry rate of 20.45 words per minute, and outperformed HumHum and the gaze-only method EyeSwipe in both quantitative and qualitative measures."
"of Bayreuth) HD,of Bayreuth) DB",GestureMap: Supporting Visual Analytics and Quantitative Analysis of Motion Elicitation Data by Learning 2D Embeddings,2021,,2021,http://dx.doi.org/10.1145/3411764.3445765,10.1145/3411764.3445765,"This paper presents GestureMap, a visual analytics tool for gesture elicitation which directly visualises the space of gestures. Concretely, a Variational Autoencoder embeds gestures recorded as 3D skeletons on an interactive 2D map. GestureMap further integrates three computational capabilities to connect exploration to quantitative measures: Leveraging DTW Barycenter Averaging (DBA), we compute average gestures to 1) represent gesture groups at a glance; 2) compute a new consensus measure (variance around average gesture); and 3) cluster gestures with k-means. We evaluate GestureMap and its concepts with eight experts and an in-depth analysis of published data. Our findings show how GestureMap facilitates exploring large datasets and helps researchers to gain a visual understanding of elicited gesture spaces. It further opens new directions, such as comparing elicitations across studies. We discuss implications for elicitation studies and research, and opportunities to extend our approach to additional tasks in gesture elicitation."
"for Intelligent Systems) EM,for Intelligent Systems) KJ",Ungrounded Vari-Dimensional Tactile Fingertip Feedback for Virtual Object Interaction,2021,,2021,http://dx.doi.org/10.1145/3411764.3445369,10.1145/3411764.3445369,"Compared to grounded force feedback, providing tactile feedback via a wearable device can free the user and broaden the potential applications of simulated physical interactions. However, neither the limitations nor the full potential of tactile-only feedback have been precisely examined. Here we investigate how the dimensionality of cutaneous fingertip feedback affects user movements and virtual object recognition. We combine a recently invented 6-DOF fingertip device with motion tracking, a head-mounted display, and novel contact-rendering algorithms to enable a user to tactilely explore immersive virtual environments. We evaluate rudimentary 1-DOF, moderate 3-DOF, and complex 6-DOF tactile feedback during shape discrimination and mass discrimination, also comparing to interactions with real objects. Results from 20 naive study participants show that higher-dimensional tactile feedback may indeed allow completion of a wider range of virtual tasks, but that feedback dimensionality surprisingly does not greatly affect the exploratory techniques employed by the user."
"of Darmstadt) KM,Schallkultur) AW,of Darmstadt) FM,of Darmstadt) MS,of Darmstadt) MM,of Darmstadt) TK",Let's Frets! Mastering Guitar Playing with Capacitive Sensing and Visual Guidance,2021,,2021,http://dx.doi.org/10.1145/3411763.3451536,10.1145/3411763.3451536,"Mastering the guitar requires regular exercise to develop new skills and maintain existing abilities. We present Let's Frets - a modular guitar support system that provides visual guidance through LEDs that are integrated into a capacitive fretboard to support the practice of chords, scales, melodies, and exercises. Additional feedback is provided through a 3D-printed fretboard that senses the finger positions through capacitive sensing. We envision Let's Frets as an integrated guitar support system that raises the awareness of guitarists about their playing styles, their training progress, the composition of new pieces, and facilitating remote collaborations between teachers as well as guitar students. This interactivity demonstrates Let's Frets with an augmented fretboard and supporting software that runs on a mobile device."
"of Bayreuth) DB,Munich) MZ,Munich) ME",The Impact of Multiple Parallel Phrase Suggestions on Email Input and Composition Behaviour of Native and Non-Native English Writers,2021,,2021,http://dx.doi.org/10.1145/3411764.3445372,10.1145/3411764.3445372,"We present an in-depth analysis of the impact of multi-word suggestion choices from a neural language model on user behaviour regarding input and text composition in email writing. Our study for the first time compares different numbers of parallel suggestions, and use by native and non-native English writers, to explore a trade-off of ""efficiency vs ideation"", emerging from recent literature. We built a text editor prototype with a neural language model (GPT-2), refined in a prestudy with 30 people. In an online study (N=156), people composed emails in four conditions (0/1/3/6 parallel suggestions). Our results reveal (1) benefits for ideation, and costs for efficiency, when suggesting multiple phrases; (2) that non-native speakers benefit more from more suggestions; and (3) further insights into behaviour patterns. We discuss implications for research, the design of interactive suggestion systems, and the vision of supporting writers with AI instead of replacing them."
"of Darmstadt) KM,Schallkultur) AW,of Darmstadt) AM,of Darmstadt) FB,of Darmstadt) SW,of Darmstadt) MS,of Darmstadt) FK,of Darmstadt) FM,of Darmstadt) MM,of Darmstadt) TK",Let’s Frets! Assisting Guitar Students during Practice via Capacitive Sensing,2021,,2021,http://dx.doi.org/10.1145/3411764.3445595,10.1145/3411764.3445595,"Learning a musical instrument requires regular exercise. However, students are often on their own during their practice sessions due to the limited time with their teachers, which increases the likelihood of mislearning playing techniques. To address this issue, we present Let's Frets - a modular guitar learning system that provides visual indicators and capturing of finger positions on a 3D-printed capacitive guitar fretboard. We based the design of Let's Frets on requirements collected through in-depth interviews with professional guitarists and teachers. In a user study (N=24), we evaluated the feedback modules of Let's Frets against fretboard charts. Our results show that visual indicators require the least time to realize new finger positions while a combination of visual indicators and position capturing yielded the highest playing accuracy. We conclude how Let's Frets enables independent practice sessions that can be translated to other musical instruments."
,Squish This: Force Input on Soft Surfaces for Visual Targeting Tasks,2021,,2021,http://dx.doi.org/10.1145/3411764.3445623,10.1145/3411764.3445623,"Today's typical input device is flat, rigid and made of glass. However, advances in sensing technology and interaction design suggest thinking about input on other surface, including soft materials. While touching rigid and soft materials might feel similar, they clearly feel different when pressure is applied to them. Yet, to date, studies only investigated force input on rigid surfaces. We present a first systematic evaluation of the effects of compliance on force input. Results of a visual targeting task for three levels of softness indicate that high force levels appear more demanding for soft surfaces, but that performance is otherwise similar. Performance remained very high ( 5% for 20 force levels) regardless of the compliance, suggesting force input was underestimated so far. We infer implications for the design of force input on soft surfaces and conclude that interaction models used on rigid surfaces might be used on soft surfaces."
"Campus) AS,Campus) MA,Campus) DB,Campus) BF,of Copenhagen) JM,Campus) AS,Campus) DK,of Copenhagen) DA,Campus) JS",SoloFinger: Robust Microgestures while Grasping Everyday Object,2021,,2021,http://dx.doi.org/10.1145/3411764.3445197,10.1145/3411764.3445197,"Using microgestures, prior work has successfully enabled gestural interactions while holding objects. Yet, these existing methods are prone to false activations caused by natural finger movements while holding or manipulating the object. We address this issue with SoloFinger, a novel concept that allows design of microgestures that are robust against movements that naturally occur during primary activities. Using a data-driven approach, we establish that single-finger movements are rare in everyday hand-object actions and infer a single-finger input technique resilient to false activation. We demonstrate this concept's robustness using a white-box classifier on a pre-existing dataset comprising 36 everyday hand-object actions. Our findings validate that simple SoloFinger gestures can relieve the need for complex finger configurations or delimiting gestures and that SoloFinger is applicable to diverse hand-object actions. Finally, we demonstrate SoloFinger's high performance on commodity hardware using random forest classifiers."
"Campus) NP,Campus) MK,Campus) BF,Campus) SM,Dresden) KK,Campus) DG,Campus) PS,Campus) JS",BodyStylus: Freehand On-Body Design and Fabrication of Epidermal Interfaces,2021,,2021,http://dx.doi.org/10.1145/3411764.3445475,10.1145/3411764.3445475,"In traditional body-art, designs are adjusted to the body as they are applied, enabling creative improvisation and exploration. Conventional design and fabrication methods of epidermal interfaces, however, separate these steps. With BodyStylus we present the first computer-assisted approach for on-body design and fabrication of epidermal interfaces. Inspired by traditional techniques, we propose a hand-held tool that augments freehand inking with digital support: projected in-situ guidance assists creating valid on-body circuits and aesthetic ornaments that align with the human bodyscape, while pro-active switching between inking and non-inking creates error preventing constraints. We contribute BodyStylus's design rationale and interaction concept along with an interactive prototype that uses self-sintering conductive ink. Results of two focus group explorations showed that guidance was more appreciated by artists, while constraints appeared more useful to engineers, and that working on the body inspired critical reflection on the relationship between bodyscape, interaction, and designs."
"of Bremen) DD,of Bremen) JN,of Bremen) CS,of Bremen) ES,of Bremen) JS",Sharing Heartbeats: Motivations of Citizen Scientists in Times of Crises,2021,,2021,http://dx.doi.org/10.1145/3411764.3445665,10.1145/3411764.3445665,"With the rise of COVID-19 cases globally, many countries released digital tools to mitigate the effects of the pandemic. In Germany the Robert Koch Institute (RKI) published the Corona-Data-Donation- App, a virtual citizen science (VCS) project, to establish an early warning system for the prediction of potential COVID-19 hotspots using data from wearable devices. While work on motivation for VCS projects in HCI often presents egoistic motives as prevailing, there is little research on such motives in crises situations. In this pa- per, we explore the socio-psychological processes and motivations to share personal data during a pandemic. Our findings indicate that collective motives dominated among app reviews (n=464) and in in-depth interviews (n=10). We contribute implications for fu- ture VCS tools in times of crises that highlight the importance of communication, transparency and responsibility."
"of Bremen) TM,Interaction) GL",Ethical User Interfaces: Exploring the Effects of Dark Patterns on Facebook,2021,,2021,http://dx.doi.org/10.1145/3411763.3451659,10.1145/3411763.3451659,"Many researchers have been concerned with whether social media has a negative impact on the well-being of their audience. With the popularity of social networking sites (SNS) steadily increasing, psychological and social sciences have shown great interest in their effects and consequences on humans. In this work, we investigate Facebook using the tools of HCI to find connections between interface features and the concerns raised by these do- mains. Using an empirical design analysis, we identify interface interferences impacting users' online privacy. Through a subsequent survey (? = 116), we find usage behaviour changes due to increased privacy concerns and report individual cases of addiction and mental health issues. These observations are the results of a rapidly changing SNS creating a gap of understanding between users' interactions with the platform and future consequences. We explore how HCI can help close this gap and work towards more ethical user interfaces in the future."
"(dfki) FD,(dfki) DD,(dfki) AZ,of Bremen) TD,Hamburg) FS,Hamburg) OJ,Leuven) AL",Everyday Proxy Objects for Virtual Reality,2021,,2021,http://dx.doi.org/10.1145/3411763.3441343,10.1145/3411763.3441343,"Immersive virtual experiences are becoming ubiquitous in our daily lives. Besides visual and auditory feedback, other senses like haptics, smell and taste can enhance immersion in virtual environments. Most solutions presented in the past require specialized hardware to provide appropriate feedback. To mitigate this need, researchers conceptualized approaches leveraging everyday physical objects as proxies instead. Transferring these approaches to varying physical environments and conditions, however, poses significant challenges to a variety of disciplines such as HCI, VR, haptics, tracking, perceptual science, design, etc. This workshop will explore the integration of everyday items for multi-sensory feedback in virtual experiences and sets course for respective future research endeavors. Since the community still seems to lack a cohesive agenda for advancing this domain, the goal of this workshop is to bring together individuals interested in everyday proxy objects to review past work, build a unifying research agenda, share ongoing work, and encourage collaboration."
"Hochschule) SA,Hochschule) FR,Hochschule) TD,Hochschule) JG",Assisting Manipulation and Grasping in Robot Teleoperation with Augmented Reality Visual Cues,2021,,2021,http://dx.doi.org/10.1145/3411764.3445398,10.1145/3411764.3445398,"Teleoperating industrial manipulators in co-located spaces can be challenging. Facilitating robot teleoperation by providing additional visual information about the environment and the robot affordances using augmented reality (AR), can improve task performance in manipulation and grasping. In this paper, we present two designs of augmented visual cues, that aim to enhance the visual space of the robot operator through hints about the position of the robot gripper in the workspace and in relation to the target. These visual cues aim to improve the distance perception and thus, the task performance. We evaluate both designs against a baseline in an experiment where participants teleoperate a robotic arm to perform pick-and-place tasks. Our results show performance improvements in different levels, reflecting in objective and subjective measures with trade-offs in terms of time, accuracy, and participants’ views of teleoperation. These findings show the potential of AR not only in teleoperation, but in understanding the human-robot workspace."
"University) TD,University) MR,University) ER",Questionnaires and Qualitative Feedback Methods to Measure User Experience in Mixed Reality,2021,,2021,https://arxiv.org/abs/2104.06221;http://dx.doi.org/-,-,"Evaluating the user experience of a software system is an essential final step of every research. Several concepts such as flow, affective state, presences, or immersion exist to measure user experience. Typical measurement techniques analyze physiological data, gameplay data, and questionnaires. Qualitative feedback methods are another approach to collect detailed user insights. In this position paper, we will discuss how we used questionnaires and qualitative feedback methods in previous mixed reality work to measure user experience. We will present several measurement examples, discuss their current limitations, and provide guideline propositions to support comparable mixed reality user experience research in the future."
"of Konstanz) SH,of Konstanz) JZ,of Konstanz) SB,of Konstanz) HR",STREAM: Exploring the Combination of Spatially-Aware Tablets with Augmented Reality Head-Mounted Displays for Immersive Analytics,2021,,2021,http://dx.doi.org/10.1145/3411764.3445298,10.1145/3411764.3445298,"Recent research in the area of immersive analytics demonstrated the utility of head-mounted augmented reality devices for visual data analysis. However, it can be challenging to use the by default supported mid-air gestures to interact with visualizations in augmented reality (e.g. due to limited precision). Touch-based interaction (e.g. via mobile devices) can compensate for these drawbacks, but is limited to two-dimensional input. In this work we present STREAM: Spatially-aware Tablets combined with Augmented Reality Head-Mounted Displays for the multimodal interaction with 3D visualizations. We developed a novel eyes-free interaction concept for the seamless transition between the tablet and the augmented reality environment. A user study reveals that participants appreciated the novel interaction concept, indicating the potential for spatially-aware tablets in augmented reality. Based on our findings, we provide design insights to foster the application of spatially-aware touch devices in augmented reality and research implications indicating areas that need further investigation."
"of Konstanz) MD,University) MB,of Konstanz) CG,of Konstanz) UP,of Konstanz) JM,of Konstanz) HR",KiTT - The Kinaesthetics Transfer Teacher: Design and Evaluation of a Tablet-based System to Promote the Learning of Ergonomic Patient Transfers,2021,,2021,http://dx.doi.org/10.1145/3411764.3445496,10.1145/3411764.3445496,"Nurses frequently transfer patients as part of their daily work. However, manual patient transfers pose a major risk to nurses’ health. Although the Kinaesthetics care conception can help address this issue, existing support to learn the concept is low. We present KiTT, a tablet-based system, to promote the learning of ergonomic patient transfers based on the Kinaesthetics care conception. KiTT supports the training of Kinaesthetics-based patient transfers by two nurses. The nurses are guided by the phases (i) interactive instructions, (ii) training of transfer conduct, and (iii) feedback and reflection. We evaluated KiTT with 26 nursing-care students in a nursing-care school. Our results indicate that KiTT provides a good subjective support for the learning of Kinaesthetics. Our results also suggest that KiTT can promote the ergonomically correct conduct of patient transfers while providing a good user experience adequate to the nursing-school context, and reveal how KiTT can extend existing practices."
"Munich) KH,Mark Colley (Institute of Media Informatics UU,Enrico Rukzio (Institute of Media Informatics UU,Munich) AB",A Taxonomy of Vulnerable Road Users for HCI Based On A Systematic Literature Review,2021,,2021,http://dx.doi.org/10.1145/3411764.3445480,10.1145/3411764.3445480,"Recent automotive research often focuses on automated driving, including the interaction between automated vehicles (AVs) and so-called ``vulnerable road users'' (VRUs). While road safety statistics and traffic psychology at least define VRUs as pedestrians, cyclists, and motorcyclists, many publications on human-vehicle interaction use the term without even defining it. The actual target group remains unclear. Since each group already poses a broad spectrum of research challenges, a one-fits-all solution seems unrealistic and inappropriate, and a much clearer differentiation is required. To foster clarity and comprehensibility, we propose a literature-based taxonomy providing a structured separation of (vulnerable) road users, designed to particularly (but not exclusively) support research on the communication between VRUs and AVs. It consists of two conceptual hierarchies and will help practitioners and researchers by providing a uniform and comparable set of terms needed for the design, implementation, and description of HCI applications."
"Dresden) MS,Dresden) RD",Investigating the Impact of Real-World Environments on the Perception of 2D Visualizations in Augmented Reality,2021,,2021,http://dx.doi.org/10.1145/3411764.3445330,10.1145/3411764.3445330,"In this work we report on two comprehensive user studies investigating the perception of Augmented Reality (AR) visualizations influenced by real-world backgrounds. Since AR is an emerging technology, it is important to also consider productive use cases, which is why we chose an exemplary and challenging industry 4.0 environment. Our basic perceptual research focuses on both the visual complexity of backgrounds as well as the influence of a secondary task. In contrast to our expectation, data of our 34 study participants indicate that the background has far less influence on the perception of AR visualizations. Moreover, we observed a mismatch between measured and subjectively reported performance. We discuss the importance of the background and recommendations for visual real-world augmentations. Overall, our results suggest that AR can be used in many visually challenging environments without losing the ability to productively work with the visualizations shown."
"Mark Colley (Institute of Media Informatics UU,Benjamin Eder (Institute of Media Informatics UU,Jan Ole Rixen (Institute of Media Informatics UU,Enrico Rukzio (Institute of Media Informatics UU","Effects of Semantic Segmentation Visualization on Trust, Situation Awareness, and Cognitive Load in Highly Automated Vehicles",2021,,2021,http://dx.doi.org/10.1145/3411764.3445351,10.1145/3411764.3445351,"Autonomous vehicles could improve mobility, safety, and inclusion in traffic. While this technology seems within reach, its successful introduction depends on the intended user's acceptance. A substantial factor for this acceptance is trust in the autonomous vehicle's capabilities. Visualizing internal information processed by an autonomous vehicle could calibrate this trust by enabling the perception of the vehicle's detection capabilities (and its failures) while only inducing a low cognitive load. Additionally, the simultaneously raised situation awareness could benefit potential take-overs. We report the results of two comparative online studies on visualizing semantic segmentation information for the human user of autonomous vehicles. Effects on trust, cognitive load, and situation awareness were measured using a simulation (N=32) and state-of-the-art panoptic segmentation on a pre-recorded real-world video (N=41). Results show that the visualization using Augmented Reality increases situation awareness while remaining low cognitive load."""
"for Informatics) YJ,University) WS,of Bath) CL",ReverseORC: Reverse Engineering of Resizable User Interface Layouts with OR-Constraints,2021,,2021,http://dx.doi.org/10.1145/3411764.3445043,10.1145/3411764.3445043,"Reverse engineering (RE) of user interfaces (UIs) plays an important role in software evolution. However, the large diversity of UI technologies and the need for UIs to be resizable make this challenging. We propose ReverseORC, a novel RE approach able to discover diverse layout types and their dynamic resizing behaviours independently of their implementation, and to specify them by using OR constraints. Unlike previous RE approaches, ReverseORC infers flexible layout constraint specifications by sampling UIs at different sizes and analyzing the differences between them. It can create specifications that replicate even some non-standard layout managers with complex dynamic layout behaviours. We demonstrate that ReverseORC works across different platforms with very different layout approaches, e.g., for GUIs as well as for the Web. Furthermore, it can be used to detect and fix problems in legacy UIs, extend UIs with enhanced layout behaviours, and support the creation of flexible UI layouts."
"of Darmstadt) MS,of Darmstadt) JR,of Darmstadt) FM,of Darmstadt) SK,of Darmstadt) MM","Oh, Snap! A Fabrication Pipeline to Magnetically Connect Conventional and 3D-Printed Electronics",2021,,2021,http://dx.doi.org/10.1145/3411764.3445641,10.1145/3411764.3445641,"3D printing has revolutionized rapid prototyping by speeding up the creation of custom-shaped objects. With the rise of multi-material 3Dprinters, these custom-shaped objects can now be made interactive in a single pass through passive conductive structures. However, connecting conventional electronics to these conductive structures often still requires time-consuming manual assembly involving many wires, soldering or gluing. To alleviate these shortcomings, we propose Oh, Snap!: a fabrication pipeline and interfacing concept to magnetically connect a 3D-printed object equipped with passive sensing structures to conventional sensing electronics. To this end, Oh, Snap! utilizes ferromagnetic and conductive 3D-printed structures, printable in a single pass on standard printers. We further present a proof-of-concept capacitive sensing board that enables easy and robust magnetic assembly to quickly create interactive 3D-printed objects. We evaluate Oh, Snap! by assessing the robustness and quality of the connection and demonstrate its broad applicability by a series of example applications."
"of Bremen) GL,von Sawitzky (Technische Hochschule Ingolstadt) T,of Darmstadt) AM,University) MS,University) PW,University) ML,of New Hampshire) AL,Ingolstadt) AR,of Lapland) JH",Cycling@CHI: Towards a Research Agenda for HCI in the Bike Lane,2021,,2021,http://dx.doi.org/10.1145/3411763.3441316,10.1145/3411763.3441316,"In this workshop, we will explore and discuss future developments in mobile user-interfaces for cyclists and users of similar interfaces or services. We highlight the challenge of balancing safety and ecological validity in experiments, and how novel and improved evaluation methods can improve the current situation. We aim to bring together researchers with a strong background in designing and evaluating novel user interfaces in the domain of bicycles and mobility, as well as practitioners who build consumer products in that domain. The workshop's goal is to explore novel ways of designing and evaluating user interfaces for cyclists and similar users when it comes to interacting with mobile devices and services on the ride."
"Munich) AK,Munich) JK,Darmstadt) TK,Munich) AS,University) PW",EMPiano: Electromyographic Pitch Control on the Piano Keyboard,2021,,2021,http://dx.doi.org/10.1145/3411763.3451556,10.1145/3411763.3451556,"The piano keyboard offers a significant range and polyphony for well-trained pianists. Yet, apart from dynamics, the piano is incapable of translating expressive movements such as vibrato onto the played note. Adding sound effects requires additional modalities. A pitch wheel can be found on the side of most electric pianos. To add a vibrato or pitch bend, the pianist needs to actively operate the pitch wheel with their hand, which requires cognitive effort and may disrupt play. In this work, we present EMPiano, a system that allows pianists to incorporate a soft pitch vibrato into their play seamlessly. Vibrato can be triggered through muscle activity and is recognized via electromyography. This allows EMPiano to integrate into piano play. Our system offers new interaction opportunities with the piano to increase the player's potential for expressive play. In this paper, we contribute the open-source implementation and the workflow behind EMPiano."
"Munich) LH,Munich) MH,Munich) AS,Darmstadt) TK","Quick, Print This Page! The Value of Analogue Media in a Digital World",2021,,2021,http://dx.doi.org/10.1145/3411763.3450375,10.1145/3411763.3450375,"Quick, print this page! (Hint: Print to PDF will also work, or check the supplementary material if you are having access trouble!) Otherwise, the information in this document might be digitally manipulated, and initial creative intention and contribution will be changed. You will lose your access to this document when the database containing this paper is decommissioned or compromised. This paper highlights the relevance of features from analogue media in an increasingly fragile digital world. Digital content can be altered to change its meaning or be deleted altogether. In analogue media, this is much more difficult without anyone noticing. Just imagine the impact if YouTube was decommissioned and all its content was rendered unavailable. In this paper, we outline concrete commercial examples and insight from the research of issues with distribution, storage, and manipulation of digital media and its impact on users. We conclude with strategies to preserve content, access, and artistic freedom in an increasingly digital future."
"of Darmstadt) AM,University) FH,of Technology) BP",Quantified Cycling Safety: Towards a Mobile Sensing Platform to Understand Perceived Safety of Cyclists,2021,,2021,http://dx.doi.org/10.1145/3411763.3451678,10.1145/3411763.3451678,"Today's level of cyclists' road safety is primarily estimated using accident reports and self-reported measures. However, the former is focused on post-accident situations and the latter relies on subjective input. In our work, we aim to extend the landscape of cyclists' safety assessment methods via a two-dimensional taxonomy, which covers data source (internal/external) and type of measurement (objective/subjective). Based on this taxonomy, we classify existing methods and present a mobile sensing concept for quantified cycling safety that fills the identified methodological gap by collecting data about body movements and physiological data. Finally, we outline a list of use cases and future research directions within the scope of the proposed taxonomy and sensing concept."
